Duracion de la Suscripcion (Meses),Satisfaccion del Cliente (1-10),Tiempo de Visualizacion Diario (Horas),Indice de Compromiso (1-10),Dispositivo mas Usado,Genero Preferido,Region,Historial de Pago (A Tiempo/Retrasado),Plan de Suscripcion,Estado de Cancelacion (Sí/No),Consultas al Soporte,Edad,Ingresos Mensuales ($),Numero de Perfiles Creados
36,8,4.0,8,Smart TV,Comedy,Africa,Delayed,Premium,No,6,69,5004,4
34,3,1.92,1,Tablet,Drama,Africa,On-Time,Basic,No,4,21,4204,1
55,9,4.55,10,Smart TV,Action,South America,On-Time,Standard,No,5,32,6298,2
51,5,1.65,1,Tablet,Sci-fi,Africa,On-Time,Basic,No,3,53,4897,2
12,8,3.71,7,Mobile,Romance,Asia,On-Time,Basic,No,4,47,5591,4
53,7,4.94,9,Tablet,Drama,South America,Delayed,Standard,No,4,20,3220,3
8,9,4.24,8,Tablet,Action,Africa,Delayed,Premium,Yes,2,68,9298,2
60,9,4.17,7,Tablet,Drama,South America,On-Time,Premium,No,0,23,5581,5
5,7,5.34,9,Mobile,Comedy,North America,On-Time,Basic,No,3,36,3861,5
13,10,1.86,10,Mobile,Comedy,Asia,Delayed,Basic,Yes,5,51,9766,1
39,10,1.93,10,Laptop,Sci-fi,Asia,On-Time,Premium,No,0,49,8066,1
49,7,2.49,8,Smart TV,Romance,Europe,Delayed,Basic,No,9,29,3431,1
43,7,3.27,10,Smart TV,Drama,South America,On-Time,Premium,No,6,45,1574,2
1,2,5.71,2,Laptop,Action,North America,On-Time,Standard,Yes,7,26,1232,4
21,5,1.66,6,Mobile,Action,Europe,On-Time,Basic,Yes,3,47,5113,4
20,10,2.31,8,Tablet,Action,Asia,On-Time,Basic,No,9,29,6794,2
25,9,2.1,7,Laptop,Comedy,Asia,On-Time,Standard,No,5,41,9077,4
29,9,4.99,9,Laptop,Romance,Africa,On-Time,Premium,No,0,63,9428,2
40,10,1.81,7,Tablet,Comedy,Asia,On-Time,Basic,No,5,49,8831,3
24,10,1.54,7,Laptop,Action,Oceania,Delayed,Basic,Yes,3,34,5371,3
26,9,3.75,10,Laptop,Comedy,Oceania,Delayed,Standard,No,2,60,6815,2
2,1,2.91,4,Mobile,Comedy,South America,On-Time,Premium,No,3,58,3889,3
58,10,3.04,9,Smart TV,Action,Europe,On-Time,Premium,No,0,44,9990,2
27,3,4.42,5,Mobile,Action,Europe,Delayed,Basic,No,0,24,5617,5
2,5,4.01,2,Tablet,Romance,Africa,On-Time,Basic,No,2,45,4978,1
40,8,2.9,10,Tablet,Action,South America,On-Time,Premium,No,10,28,2856,3
5,8,5.89,9,Laptop,Comedy,Asia,On-Time,Basic,No,5,70,3830,4
53,10,1.3,9,Smart TV,Action,North America,On-Time,Basic,No,8,45,4754,3
29,10,4.47,9,Mobile,Drama,Europe,Delayed,Standard,No,10,65,4701,4
33,2,3.33,1,Tablet,Drama,Europe,Delayed,Standard,No,7,25,1472,2
30,10,3.41,10,Mobile,Action,Asia,Delayed,Basic,No,9,41,4127,2
60,10,3.13,9,Tablet,Drama,Asia,On-Time,Basic,No,9,32,6855,4
15,10,4.09,10,Laptop,Comedy,Europe,On-Time,Basic,No,2,19,2151,3
48,7,3.68,10,Laptop,Romance,South America,On-Time,Premium,No,3,22,2885,1
59,2,2.92,3,Laptop,Drama,Europe,On-Time,Basic,No,5,54,6332,4
46,6,1.9,5,Smart TV,Comedy,Asia,Delayed,Basic,No,4,64,5612,1
52,3,1.56,6,Tablet,Sci-fi,South America,Delayed,Basic,No,9,66,1032,5
51,8,2.48,7,Smart TV,Sci-fi,Europe,On-Time,Premium,No,3,35,8633,1
42,9,1.73,10,Mobile,Comedy,Oceania,On-Time,Basic,No,0,39,8823,2
11,9,3.58,7,Mobile,Comedy,North America,On-Time,Standard,No,10,30,9105,3
31,7,4.34,10,Tablet,Comedy,North America,On-Time,Standard,No,3,27,4430,3
52,10,1.18,7,Laptop,Comedy,Europe,Delayed,Basic,No,8,43,9088,4
21,2,3.88,6,Tablet,Romance,South America,On-Time,Standard,No,0,65,8824,1
1,1,2.75,5,Smart TV,Sci-fi,Asia,On-Time,Basic,No,10,49,4816,4
48,10,4.64,8,Tablet,Drama,Oceania,On-Time,Premium,No,7,61,8469,5
55,6,4.75,3,Smart TV,Sci-fi,Europe,On-Time,Basic,No,2,48,9833,5
15,10,5.25,9,Smart TV,Sci-fi,Africa,On-Time,Basic,No,6,64,4570,3
24,4,3.94,3,Smart TV,Drama,Oceania,On-Time,Standard,No,5,33,9564,3
11,7,3.95,9,Mobile,Action,North America,Delayed,Basic,Yes,6,40,8051,4
3,4,5.42,4,Smart TV,Sci-fi,South America,On-Time,Basic,Yes,3,27,9497,1
11,9,5.35,8,Mobile,Sci-fi,South America,On-Time,Basic,No,2,20,6321,3
12,5,1.61,1,Tablet,Sci-fi,Africa,On-Time,Standard,Yes,7,58,5618,2
19,10,4.67,8,Smart TV,Action,South America,On-Time,Standard,No,1,22,4494,3
40,10,2.55,9,Smart TV,Action,South America,On-Time,Basic,No,6,26,4112,1
57,8,4.92,7,Smart TV,Romance,Europe,On-Time,Basic,No,3,41,4904,4
50,6,2.5,6,Tablet,Drama,Europe,On-Time,Standard,No,1,68,7270,3
6,10,1.66,7,Tablet,Drama,Oceania,On-Time,Premium,No,3,47,1234,2
46,5,1.92,4,Smart TV,Comedy,Europe,Delayed,Basic,No,8,55,4477,2
53,8,1.84,7,Mobile,Romance,North America,On-Time,Standard,No,6,29,6882,3
37,9,3.95,8,Smart TV,Romance,North America,On-Time,Premium,No,6,35,6933,2
51,4,1.71,2,Laptop,Action,Europe,On-Time,Standard,No,2,27,8002,4
32,7,4.23,9,Tablet,Comedy,Europe,On-Time,Basic,No,6,40,2005,5
22,8,5.38,7,Laptop,Comedy,North America,On-Time,Premium,No,6,52,2868,2
55,6,3.3,6,Tablet,Sci-fi,Europe,On-Time,Standard,No,9,34,1909,3
23,7,2.2,7,Smart TV,Action,Oceania,On-Time,Premium,No,4,28,7251,2
36,10,4.69,9,Laptop,Comedy,Europe,Delayed,Basic,No,10,48,2354,1
37,6,5.16,2,Mobile,Sci-fi,Asia,On-Time,Premium,No,9,47,3440,5
37,4,5.96,5,Laptop,Drama,Oceania,On-Time,Standard,No,5,50,2681,5
21,7,1.44,8,Smart TV,Comedy,Oceania,On-Time,Premium,No,8,66,4775,3
21,9,3.3,10,Tablet,Drama,Europe,On-Time,Basic,No,10,40,1610,3
30,8,1.57,10,Smart TV,Drama,South America,On-Time,Premium,No,6,33,1178,2
60,1,4.36,1,Smart TV,Comedy,North America,On-Time,Basic,No,9,69,9766,5
2,7,4.75,9,Laptop,Drama,Africa,On-Time,Premium,No,1,64,3798,3
50,5,2.62,5,Mobile,Drama,North America,On-Time,Standard,No,2,31,7219,1
1,8,4.19,8,Tablet,Sci-fi,Asia,On-Time,Basic,No,2,18,9377,3
44,8,3.31,10,Tablet,Comedy,Asia,Delayed,Premium,No,0,33,5303,5
17,7,3.1,9,Tablet,Romance,Oceania,On-Time,Basic,No,5,20,3538,1
9,7,5.04,7,Smart TV,Drama,Africa,On-Time,Standard,No,5,39,9815,2
15,6,1.91,3,Mobile,Action,Europe,On-Time,Basic,No,7,48,2254,2
49,9,1.79,9,Tablet,Romance,Asia,Delayed,Standard,No,1,67,7926,2
35,8,3.89,10,Mobile,Romance,Oceania,On-Time,Basic,No,0,34,3981,1
41,7,3.55,9,Laptop,Comedy,Europe,On-Time,Premium,No,3,44,2125,1
45,9,4.39,10,Mobile,Comedy,Oceania,On-Time,Basic,No,10,69,2845,3
3,7,4.3,10,Laptop,Comedy,Europe,On-Time,Premium,No,8,34,3382,3
36,10,1.63,7,Mobile,Romance,Oceania,Delayed,Basic,No,4,18,5525,1
42,8,2.59,10,Smart TV,Action,Asia,Delayed,Basic,No,3,45,6062,1
26,7,1.64,10,Laptop,Action,Oceania,On-Time,Standard,No,1,70,4052,5
51,7,5.21,8,Tablet,Comedy,Oceania,On-Time,Standard,No,3,31,4492,1
28,8,1.65,7,Mobile,Romance,Africa,On-Time,Standard,No,5,48,3627,4
56,7,1.84,9,Mobile,Sci-fi,Oceania,On-Time,Basic,No,5,63,3083,5
16,7,5.44,9,Laptop,Romance,South America,On-Time,Premium,No,6,54,9910,3
12,10,1.68,10,Tablet,Drama,Asia,Delayed,Standard,Yes,6,23,5147,2
35,3,5.18,4,Mobile,Sci-fi,Europe,On-Time,Basic,No,7,66,6526,2
11,9,5.79,7,Mobile,Comedy,South America,On-Time,Premium,No,0,53,4211,3
41,4,3.65,3,Mobile,Comedy,Oceania,On-Time,Standard,No,6,27,9692,1
8,4,2.83,4,Smart TV,Sci-fi,Africa,Delayed,Standard,Yes,8,68,9721,3
8,10,2.64,7,Laptop,Drama,North America,On-Time,Standard,No,10,22,2712,4
50,1,4.97,1,Laptop,Action,Asia,On-Time,Basic,No,3,31,5004,3
18,4,3.56,5,Mobile,Action,Asia,On-Time,Basic,No,6,27,7464,4
7,1,3.19,4,Smart TV,Drama,South America,On-Time,Basic,No,4,34,3796,2
43,10,3.82,9,Mobile,Sci-fi,South America,On-Time,Basic,No,3,26,8712,2
37,10,4.54,10,Mobile,Romance,Africa,On-Time,Basic,No,1,29,8075,1
19,7,3.84,10,Tablet,Drama,North America,On-Time,Premium,No,9,26,2164,1
58,9,3.54,9,Laptop,Romance,Africa,On-Time,Basic,No,2,28,5486,2
17,8,1.39,7,Laptop,Action,Oceania,On-Time,Premium,No,0,66,8309,3
4,10,5.04,8,Laptop,Drama,Oceania,On-Time,Standard,No,9,62,4650,4
12,7,3.45,7,Tablet,Action,North America,On-Time,Basic,No,1,20,3169,3
11,2,1.77,2,Laptop,Action,North America,Delayed,Basic,Yes,7,47,3662,4
19,8,2.44,9,Smart TV,Comedy,South America,On-Time,Basic,No,10,69,2159,4
34,3,1.05,3,Tablet,Romance,Oceania,On-Time,Premium,No,3,48,9808,3
3,2,4.02,5,Smart TV,Action,South America,Delayed,Basic,Yes,9,26,2534,1
34,10,4.9,10,Mobile,Drama,Africa,On-Time,Basic,No,6,56,9177,2
8,8,4.31,8,Mobile,Sci-fi,Asia,On-Time,Standard,No,10,69,8364,1
36,4,3.55,2,Smart TV,Action,Asia,On-Time,Basic,No,7,32,5953,4
33,9,3.86,10,Mobile,Action,Asia,On-Time,Basic,No,3,63,9778,1
38,8,2.06,10,Mobile,Romance,South America,On-Time,Premium,No,6,30,8524,4
44,7,5.88,10,Mobile,Sci-fi,Africa,On-Time,Standard,No,5,42,6966,3
50,9,5.09,7,Smart TV,Sci-fi,Europe,On-Time,Standard,No,9,57,1728,2
20,9,4.27,7,Laptop,Romance,Oceania,On-Time,Standard,No,5,31,9373,1
27,3,4.89,2,Tablet,Romance,Asia,Delayed,Premium,No,6,70,6397,5
34,5,1.25,1,Laptop,Drama,South America,On-Time,Basic,No,0,22,4169,1
49,8,2.59,10,Tablet,Drama,North America,On-Time,Premium,No,8,70,5444,3
11,7,3.82,7,Laptop,Drama,South America,On-Time,Basic,No,2,59,9380,2
25,10,5.98,10,Laptop,Drama,Asia,On-Time,Standard,No,0,52,5342,4
3,10,5.98,7,Tablet,Comedy,Europe,On-Time,Basic,No,4,44,9540,5
6,7,2.63,8,Mobile,Action,North America,On-Time,Premium,No,8,44,8817,5
53,9,3.23,8,Smart TV,Action,Europe,Delayed,Premium,No,10,48,6821,5
26,7,3.93,8,Smart TV,Sci-fi,South America,On-Time,Basic,No,7,18,2180,1
57,1,5.46,2,Smart TV,Comedy,Oceania,On-Time,Premium,No,8,69,3873,4
58,1,5.74,3,Tablet,Drama,Europe,Delayed,Basic,No,3,21,6013,1
39,8,5.27,7,Laptop,Action,Oceania,On-Time,Standard,No,4,63,2883,5
3,7,1.83,10,Mobile,Drama,Europe,On-Time,Basic,No,6,41,2532,2
10,7,4.21,8,Mobile,Romance,Africa,Delayed,Standard,Yes,5,24,5892,3
47,7,1.69,10,Tablet,Comedy,South America,On-Time,Premium,No,10,59,5691,5
52,8,3.5,9,Smart TV,Romance,Europe,Delayed,Standard,No,4,42,8347,5
24,1,5.4,1,Laptop,Sci-fi,North America,On-Time,Basic,Yes,0,44,9737,2
28,2,5.76,2,Smart TV,Comedy,Europe,On-Time,Basic,No,5,70,9850,4
47,9,4.75,10,Tablet,Comedy,Europe,On-Time,Standard,No,1,20,8298,2
17,3,5.32,5,Laptop,Comedy,Asia,On-Time,Basic,No,10,18,7977,2
3,10,1.71,9,Smart TV,Comedy,Europe,On-Time,Premium,No,7,65,3956,2
7,1,5.22,4,Mobile,Sci-fi,Europe,On-Time,Standard,Yes,5,50,6289,4
25,9,2.3,10,Tablet,Romance,Africa,On-Time,Premium,No,10,50,9643,4
46,5,3.51,3,Laptop,Drama,Asia,On-Time,Standard,No,6,18,4593,4
47,10,5.38,9,Smart TV,Drama,North America,Delayed,Basic,No,0,57,4455,2
54,7,4.79,9,Laptop,Drama,Europe,On-Time,Premium,No,10,47,3744,2
42,9,3.23,7,Smart TV,Romance,Europe,On-Time,Basic,No,7,19,5478,1
36,7,5.7,9,Tablet,Comedy,Africa,On-Time,Basic,No,7,60,1518,4
56,8,2.75,9,Smart TV,Romance,Oceania,On-Time,Premium,No,3,64,9425,5
15,9,1.39,8,Tablet,Sci-fi,South America,On-Time,Basic,No,0,46,8501,1
12,1,1.67,2,Mobile,Comedy,Oceania,On-Time,Basic,No,2,38,3989,5
4,1,5.85,4,Laptop,Romance,Europe,On-Time,Basic,Yes,8,18,4940,4
24,1,1.45,2,Smart TV,Comedy,South America,Delayed,Standard,Yes,10,43,5688,4
26,6,1.01,3,Mobile,Comedy,Oceania,On-Time,Standard,No,6,42,3060,2
11,1,1.91,6,Laptop,Romance,Europe,On-Time,Premium,No,8,55,9240,1
30,10,1.44,10,Smart TV,Action,South America,On-Time,Standard,No,2,60,7989,2
33,7,3.47,7,Tablet,Comedy,Oceania,Delayed,Standard,No,4,54,6838,2
10,8,3.94,7,Laptop,Comedy,Europe,On-Time,Standard,No,3,27,5964,2
59,9,4.37,9,Laptop,Sci-fi,Asia,On-Time,Standard,No,2,46,7933,2
8,8,4.56,9,Tablet,Drama,Europe,On-Time,Standard,No,8,63,2043,3
13,7,1.8,7,Tablet,Romance,South America,On-Time,Standard,No,2,46,8407,5
40,6,2.28,3,Laptop,Action,Europe,On-Time,Basic,No,8,65,5619,4
52,7,2.59,10,Smart TV,Comedy,South America,On-Time,Basic,No,9,23,5351,2
44,7,3.37,10,Smart TV,Action,Oceania,On-Time,Standard,No,8,69,8940,1
3,8,5.3,10,Smart TV,Comedy,Asia,On-Time,Basic,No,3,23,4628,5
27,2,1.26,1,Mobile,Action,South America,On-Time,Standard,No,9,62,3609,4
14,9,2.59,8,Smart TV,Sci-fi,North America,On-Time,Basic,No,6,67,1440,4
17,10,2.53,8,Tablet,Romance,North America,Delayed,Basic,Yes,1,34,1744,1
5,1,3.1,2,Tablet,Drama,North America,On-Time,Basic,Yes,4,42,6365,4
59,1,2.58,2,Tablet,Drama,Europe,On-Time,Basic,No,2,53,9185,1
20,3,4.73,3,Tablet,Drama,Africa,Delayed,Basic,Yes,6,63,3304,5
53,8,4.33,10,Laptop,Drama,Oceania,On-Time,Basic,No,8,67,6729,3
1,9,3.19,7,Tablet,Action,Asia,On-Time,Standard,No,0,61,2946,1
51,4,2.02,2,Smart TV,Sci-fi,Asia,On-Time,Basic,No,2,38,7599,3
23,4,4.93,2,Laptop,Action,Oceania,On-Time,Standard,No,6,26,3762,4
13,8,2.69,7,Smart TV,Sci-fi,Oceania,On-Time,Basic,No,10,49,9519,4
16,7,4.92,10,Laptop,Romance,South America,Delayed,Basic,Yes,10,59,4210,1
16,8,1.78,9,Tablet,Comedy,Africa,Delayed,Standard,Yes,9,39,2110,5
48,4,3.86,1,Laptop,Action,South America,On-Time,Basic,No,3,31,7415,5
20,9,1.6,9,Laptop,Sci-fi,Europe,Delayed,Premium,Yes,2,35,7336,2
34,6,4.58,2,Laptop,Sci-fi,Europe,On-Time,Basic,No,8,65,1956,3
21,10,5.93,9,Smart TV,Action,Asia,On-Time,Premium,No,8,47,1738,1
48,8,1.21,10,Smart TV,Romance,South America,On-Time,Basic,No,10,46,1963,5
13,7,1.94,8,Smart TV,Sci-fi,North America,On-Time,Standard,No,4,55,9841,2
28,4,2.23,3,Tablet,Sci-fi,Oceania,On-Time,Standard,No,7,52,9319,1
44,8,1.48,9,Tablet,Action,Europe,Delayed,Premium,No,5,60,7789,5
26,8,5.76,10,Smart TV,Action,Africa,On-Time,Standard,No,5,20,4587,5
48,10,3.23,9,Smart TV,Sci-fi,Oceania,On-Time,Premium,No,8,36,3507,4
49,2,1.28,1,Smart TV,Action,Africa,Delayed,Standard,No,3,38,9520,3
32,4,1.42,1,Tablet,Comedy,Africa,Delayed,Basic,No,1,47,6955,5
34,10,1.35,9,Tablet,Comedy,Asia,On-Time,Standard,No,3,57,9160,1
19,4,3.11,2,Laptop,Drama,Asia,On-Time,Basic,No,9,48,6876,3
1,8,3.98,8,Smart TV,Drama,North America,On-Time,Basic,No,2,35,7981,2
26,9,2.19,7,Mobile,Action,Europe,On-Time,Basic,No,0,64,2528,1
33,9,4.33,8,Smart TV,Comedy,North America,Delayed,Standard,No,1,70,5500,2
33,9,5.89,10,Smart TV,Romance,Europe,On-Time,Standard,No,8,34,1710,4
23,4,5.58,6,Laptop,Romance,South America,On-Time,Standard,Yes,0,46,1962,1
20,9,5.29,8,Mobile,Drama,North America,On-Time,Premium,No,4,62,8293,4
8,7,5.28,9,Laptop,Sci-fi,Europe,On-Time,Premium,No,0,33,1385,3
7,1,5.19,3,Tablet,Romance,Oceania,On-Time,Basic,No,2,68,9595,1
12,8,1.74,10,Mobile,Comedy,Asia,On-Time,Basic,No,9,35,6467,3
2,10,2.81,10,Mobile,Sci-fi,Europe,Delayed,Basic,Yes,9,67,7645,3
1,10,2.4,10,Laptop,Romance,Asia,On-Time,Standard,No,2,66,6614,2
40,8,1.42,8,Tablet,Drama,Europe,On-Time,Standard,No,3,40,7360,4
20,8,1.43,10,Mobile,Action,North America,On-Time,Premium,No,8,34,6212,2
44,4,2.03,3,Tablet,Action,Oceania,On-Time,Basic,No,6,39,6602,4
17,8,4.37,8,Mobile,Sci-fi,Africa,Delayed,Premium,Yes,10,23,1976,4
8,5,1.86,4,Tablet,Drama,Asia,On-Time,Basic,Yes,3,51,2389,4
46,8,5.93,8,Mobile,Romance,Oceania,On-Time,Standard,No,6,41,3820,2
57,8,4.23,7,Mobile,Sci-fi,North America,On-Time,Basic,No,0,43,3640,4
28,3,3.3,3,Tablet,Sci-fi,North America,On-Time,Standard,No,4,40,4215,4
48,2,4.29,4,Smart TV,Comedy,Asia,On-Time,Basic,No,8,21,2074,2
46,7,3.92,7,Mobile,Comedy,Oceania,Delayed,Basic,No,0,29,3902,2
43,4,5.4,4,Laptop,Action,Africa,On-Time,Standard,No,8,50,8241,2
8,5,3.99,6,Laptop,Romance,South America,Delayed,Basic,Yes,4,23,5143,1
36,10,5.5,9,Smart TV,Romance,Oceania,On-Time,Basic,No,10,25,6910,5
45,7,4.81,9,Mobile,Sci-fi,North America,On-Time,Standard,No,6,41,8817,1
18,2,2.92,3,Mobile,Sci-fi,Oceania,On-Time,Basic,No,4,23,2159,5
12,7,2.32,10,Tablet,Drama,North America,On-Time,Basic,No,10,27,7090,2
28,1,4.39,4,Laptop,Drama,Oceania,On-Time,Basic,No,0,32,1537,1
3,9,1.62,7,Laptop,Drama,Europe,On-Time,Basic,No,7,38,5660,2
6,8,3.05,9,Mobile,Romance,Oceania,On-Time,Basic,No,6,41,5359,3
2,5,1.36,4,Smart TV,Action,South America,On-Time,Premium,No,7,28,3149,3
52,9,5.9,8,Laptop,Romance,Africa,On-Time,Standard,No,2,32,1897,2
4,1,1.65,6,Mobile,Comedy,Africa,On-Time,Premium,No,6,53,5915,4
24,7,4.25,10,Tablet,Drama,Europe,Delayed,Standard,Yes,3,70,4316,3
43,3,2.73,6,Laptop,Comedy,South America,On-Time,Standard,No,7,56,4891,5
14,9,2.4,8,Tablet,Comedy,North America,On-Time,Standard,No,0,54,8971,2
5,3,1.77,6,Mobile,Comedy,Europe,Delayed,Basic,Yes,7,26,1160,5
6,10,2.53,7,Mobile,Comedy,South America,On-Time,Premium,No,4,57,3569,3
35,9,2.35,8,Tablet,Comedy,Europe,On-Time,Premium,No,1,21,7544,3
37,5,1.27,6,Laptop,Action,Oceania,On-Time,Basic,No,6,27,7764,5
45,7,3.94,10,Tablet,Comedy,North America,On-Time,Standard,No,6,28,3821,4
44,7,1.23,7,Mobile,Sci-fi,North America,On-Time,Basic,No,0,31,4447,5
42,7,2.85,8,Mobile,Romance,Oceania,On-Time,Basic,No,3,43,6404,2
51,4,1.47,2,Tablet,Sci-fi,Oceania,Delayed,Premium,No,10,54,2849,4
1,7,1.32,7,Smart TV,Sci-fi,Europe,On-Time,Standard,No,8,46,4476,5
20,6,3.41,2,Mobile,Drama,Oceania,Delayed,Standard,Yes,3,39,7900,5
49,7,5.28,8,Laptop,Sci-fi,Oceania,On-Time,Standard,No,4,66,1491,1
45,9,5.21,7,Laptop,Sci-fi,Asia,On-Time,Premium,No,7,45,9004,3
45,8,2.61,9,Smart TV,Romance,Asia,On-Time,Basic,No,2,34,6217,3
3,8,4.93,7,Laptop,Sci-fi,Oceania,Delayed,Standard,Yes,9,21,4975,4
19,6,2.24,3,Tablet,Action,Africa,On-Time,Basic,Yes,9,70,4622,4
7,9,4.72,9,Mobile,Romance,Africa,Delayed,Basic,Yes,10,66,5223,5
58,2,3.39,6,Laptop,Action,Oceania,Delayed,Basic,No,6,62,2949,4
30,3,1.4,6,Smart TV,Sci-fi,North America,On-Time,Basic,No,2,55,6199,1
34,10,5.14,9,Smart TV,Action,North America,On-Time,Basic,No,4,37,7687,3
38,9,2.11,9,Mobile,Romance,South America,Delayed,Premium,No,0,62,9169,2
21,8,3.73,8,Laptop,Drama,North America,On-Time,Basic,No,3,49,2011,5
37,8,2.36,8,Smart TV,Romance,Asia,On-Time,Standard,No,7,40,4326,2
49,10,2.1,7,Laptop,Action,Oceania,On-Time,Premium,No,5,19,1492,5
20,9,5.79,7,Tablet,Drama,Asia,On-Time,Premium,No,5,18,4223,4
48,10,5.02,7,Mobile,Romance,Europe,On-Time,Basic,No,5,51,2294,3
59,7,1.41,8,Tablet,Drama,South America,On-Time,Basic,No,1,50,7089,3
50,10,1.13,10,Tablet,Comedy,Europe,Delayed,Basic,No,4,57,7059,4
1,2,3.06,6,Smart TV,Sci-fi,Oceania,On-Time,Premium,No,7,66,6564,3
6,7,2.64,8,Tablet,Sci-fi,Oceania,Delayed,Premium,Yes,9,27,3575,5
60,3,5.79,4,Mobile,Action,Europe,On-Time,Basic,No,6,68,5144,3
49,6,4.16,2,Laptop,Romance,Asia,On-Time,Basic,No,0,21,7854,2
45,9,3.45,9,Laptop,Comedy,Oceania,On-Time,Basic,No,5,64,8111,3
53,8,4.43,10,Laptop,Drama,North America,Delayed,Basic,No,0,23,4000,5
55,1,2.38,5,Laptop,Comedy,South America,Delayed,Basic,No,10,46,1166,5
49,9,3.5,10,Mobile,Action,Asia,On-Time,Basic,No,9,38,7858,4
58,8,2.73,9,Tablet,Sci-fi,South America,On-Time,Standard,No,5,27,1594,4
5,8,5.36,9,Mobile,Drama,South America,On-Time,Basic,No,5,43,3437,4
43,10,1.49,8,Smart TV,Action,North America,On-Time,Basic,No,5,37,6132,5
53,3,3.15,3,Mobile,Comedy,South America,On-Time,Basic,No,7,52,1105,1
39,7,5.23,10,Smart TV,Drama,Africa,On-Time,Premium,No,2,33,8630,5
16,9,1.05,7,Mobile,Comedy,Oceania,On-Time,Basic,No,8,20,7568,5
39,8,1.71,8,Mobile,Comedy,Oceania,On-Time,Standard,No,7,25,2429,5
19,10,2.0,8,Smart TV,Romance,Asia,On-Time,Standard,No,3,51,9819,4
31,10,4.84,9,Laptop,Drama,Asia,On-Time,Basic,No,7,46,6741,2
11,8,4.63,10,Mobile,Romance,Asia,On-Time,Basic,No,4,38,7752,5
29,4,1.48,2,Mobile,Drama,North America,On-Time,Basic,No,0,61,8927,3
23,5,5.59,4,Laptop,Action,South America,On-Time,Basic,Yes,6,28,9681,4
43,10,4.13,7,Laptop,Comedy,Asia,On-Time,Basic,No,8,39,5336,2
21,8,1.21,7,Smart TV,Comedy,Asia,On-Time,Basic,No,2,29,1517,1
5,8,1.24,9,Mobile,Comedy,Europe,On-Time,Premium,No,2,38,6556,1
30,8,3.29,7,Tablet,Action,Asia,On-Time,Standard,No,10,30,4675,5
59,8,5.16,9,Mobile,Comedy,Oceania,On-Time,Standard,No,2,32,9977,4
37,9,1.06,10,Tablet,Comedy,Oceania,On-Time,Standard,No,10,60,9061,4
22,8,1.26,10,Mobile,Drama,Oceania,On-Time,Standard,No,5,34,2379,3
42,7,1.44,9,Laptop,Drama,Europe,On-Time,Standard,No,1,69,2329,5
25,5,3.82,1,Smart TV,Romance,Oceania,Delayed,Premium,No,6,43,8797,5
25,10,2.27,7,Tablet,Comedy,Asia,On-Time,Basic,No,5,28,1218,2
10,9,3.03,9,Laptop,Comedy,Europe,On-Time,Standard,No,4,64,7330,2
41,3,1.96,4,Mobile,Drama,South America,On-Time,Standard,No,9,59,3304,2
50,7,4.67,10,Smart TV,Action,North America,Delayed,Premium,No,0,70,2517,1
44,7,1.1,7,Tablet,Action,Oceania,On-Time,Basic,No,0,66,1034,1
17,2,1.32,4,Tablet,Comedy,North America,Delayed,Standard,Yes,1,46,6486,2
17,6,4.98,2,Mobile,Comedy,Africa,On-Time,Standard,Yes,10,45,2667,5
45,9,3.8,7,Smart TV,Drama,Africa,On-Time,Standard,No,10,19,1760,4
23,8,2.71,8,Laptop,Sci-fi,Asia,On-Time,Basic,No,7,26,1507,2
8,7,3.6,10,Laptop,Sci-fi,Oceania,Delayed,Standard,Yes,6,22,6264,2
8,10,4.58,8,Tablet,Comedy,Africa,Delayed,Standard,Yes,2,43,2062,1
55,7,4.99,7,Tablet,Romance,Oceania,On-Time,Standard,No,7,34,4657,2
2,10,1.63,9,Smart TV,Sci-fi,Africa,On-Time,Basic,No,9,27,7782,3
13,7,2.74,8,Smart TV,Romance,Europe,On-Time,Basic,No,7,19,7308,1
28,6,5.84,4,Smart TV,Romance,South America,On-Time,Standard,No,3,36,9862,4
20,7,5.78,10,Mobile,Drama,Oceania,On-Time,Premium,No,3,52,3786,1
36,5,4.11,4,Laptop,Action,North America,On-Time,Premium,No,6,35,3134,2
59,8,2.21,8,Tablet,Sci-fi,Africa,On-Time,Basic,No,2,52,9669,3
41,5,4.52,4,Mobile,Action,Europe,On-Time,Standard,No,8,48,3492,1
45,6,3.65,1,Laptop,Sci-fi,Europe,On-Time,Premium,No,10,52,9407,4
54,9,5.37,7,Tablet,Romance,North America,On-Time,Standard,No,10,38,3501,3
2,7,3.9,8,Laptop,Sci-fi,North America,On-Time,Basic,No,7,18,6314,5
34,1,4.14,4,Tablet,Drama,Europe,On-Time,Premium,No,6,63,9929,5
19,10,2.75,7,Tablet,Romance,Asia,On-Time,Premium,No,7,45,2449,5
55,7,5.98,10,Mobile,Action,North America,On-Time,Basic,No,5,35,5983,3
10,8,4.58,9,Smart TV,Romance,North America,On-Time,Standard,No,7,18,8229,4
58,10,4.48,10,Laptop,Romance,South America,On-Time,Standard,No,0,29,3978,4
27,3,4.87,6,Smart TV,Drama,South America,On-Time,Standard,No,6,41,4818,3
58,8,3.69,7,Tablet,Sci-fi,North America,On-Time,Standard,No,0,43,1090,4
50,7,5.09,9,Mobile,Action,Oceania,Delayed,Basic,No,7,47,8754,4
22,10,4.84,10,Laptop,Drama,North America,On-Time,Standard,No,0,52,6841,1
