Año de Trabajo,Nivel de Experiencia,Tipo de Empleo,Título del Puesto,Salario,Moneda del Salario,Salario en USD,Residencia del Empleado,Proporcion de Trabajo en Remoto,Ubicacion de la Empresa,Tamaño de la Empresa,ID
2022,Intermediate,Full-time,Data Analyst,85000,USD,85000,Canada,No remote work,Canada,Medium,508
2022,Intermediate,Full-time,Data Analyst,75000,USD,75000,Canada,No remote work,Canada,Medium,509
2022,Senior,Full-time,Machine Learning Engineer,214000,USD,214000,Estados Unidos,Fully remote,Estados Unidos,Medium,510
2022,Senior,Full-time,Machine Learning Engineer,192600,USD,192600,Estados Unidos,Fully remote,Estados Unidos,Medium,511
2022,Senior,Full-time,Data Architect,266400,USD,266400,Estados Unidos,Fully remote,Estados Unidos,Medium,512
2022,Senior,Full-time,Data Architect,213120,USD,213120,Estados Unidos,Fully remote,Estados Unidos,Medium,513
2022,Intermediate,Full-time,Data Scientist,141300,USD,141300,Estados Unidos,No remote work,Estados Unidos,Medium,514
2022,Intermediate,Full-time,Data Scientist,102100,USD,102100,Estados Unidos,No remote work,Estados Unidos,Medium,515
2022,Senior,Full-time,Data Analyst,115934,USD,115934,Estados Unidos,Fully remote,Estados Unidos,Medium,516
2022,Senior,Full-time,Data Analyst,81666,USD,81666,Estados Unidos,Fully remote,Estados Unidos,Medium,517
2022,Intermediate,Full-time,Data Engineer,206699,USD,206699,Estados Unidos,No remote work,Estados Unidos,Medium,518
2022,Intermediate,Full-time,Data Engineer,99100,USD,99100,Estados Unidos,No remote work,Estados Unidos,Medium,519
2022,Senior,Full-time,Data Engineer,130000,USD,130000,Estados Unidos,Fully remote,Estados Unidos,Medium,520
2022,Senior,Full-time,Data Engineer,110500,USD,110500,Estados Unidos,Fully remote,Estados Unidos,Medium,521
2022,Senior,Full-time,Data Analyst,99050,USD,99050,Estados Unidos,Fully remote,Estados Unidos,Medium,522
2022,Senior,Full-time,Data Engineer,160000,USD,160000,Estados Unidos,Fully remote,Estados Unidos,Medium,523
2022,Senior,Full-time,Data Scientist,205300,USD,205300,Estados Unidos,No remote work,Estados Unidos,Large,524
2022,Senior,Full-time,Data Scientist,176000,USD,176000,Estados Unidos,Fully remote,Estados Unidos,Medium,525
2022,Senior,Full-time,Data Scientist,144000,USD,144000,Estados Unidos,Fully remote,Estados Unidos,Medium,526
2022,Senior,Full-time,Data Engineer,200100,USD,200100,Estados Unidos,Fully remote,Estados Unidos,Medium,527
2022,Senior,Full-time,Data Engineer,145000,USD,145000,Estados Unidos,Fully remote,Estados Unidos,Medium,528
2022,Senior,Full-time,Data Engineer,70500,USD,70500,Estados Unidos,No remote work,Estados Unidos,Medium,529
2022,Senior,Full-time,Data Scientist,205300,USD,205300,Estados Unidos,No remote work,Estados Unidos,Medium,530
2022,Senior,Full-time,Data Scientist,140400,USD,140400,Estados Unidos,No remote work,Estados Unidos,Medium,531
2022,Senior,Full-time,Analytics Engineer,205300,USD,205300,Estados Unidos,No remote work,Estados Unidos,Medium,532
2022,Senior,Full-time,Analytics Engineer,184700,USD,184700,Estados Unidos,No remote work,Estados Unidos,Medium,533
2022,Senior,Full-time,Data Engineer,175100,USD,175100,Estados Unidos,Fully remote,Estados Unidos,Medium,534
2022,Senior,Full-time,Data Engineer,140250,USD,140250,Estados Unidos,Fully remote,Estados Unidos,Medium,535
2022,Senior,Full-time,Data Analyst,116150,USD,116150,Estados Unidos,Fully remote,Estados Unidos,Medium,536
2022,Senior,Full-time,Data Engineer,54000,USD,54000,Estados Unidos,No remote work,Estados Unidos,Medium,537
2022,Intermediate,Full-time,Data Analyst,50000,GBP,65438,Reino Unido,No remote work,Reino Unido,Medium,538
2022,Senior,Full-time,Data Analyst,80000,USD,80000,Estados Unidos,Fully remote,Estados Unidos,Medium,539
2022,Senior,Full-time,Data Scientist,210000,USD,210000,Estados Unidos,Fully remote,Estados Unidos,Medium,540
2022,Senior,Full-time,Data Analyst,69000,USD,69000,Estados Unidos,Fully remote,Estados Unidos,Medium,541
2022,Senior,Full-time,Data Analyst,150075,USD,150075,Estados Unidos,Fully remote,Estados Unidos,Medium,542
2022,Senior,Full-time,Data Engineer,25000,USD,25000,Estados Unidos,Fully remote,Estados Unidos,Medium,543
2022,Senior,Full-time,Data Analyst,126500,USD,126500,Estados Unidos,Fully remote,Estados Unidos,Medium,544
2022,Senior,Full-time,Data Analyst,106260,USD,106260,Estados Unidos,Fully remote,Estados Unidos,Medium,545
2022,Senior,Full-time,Data Engineer,220110,USD,220110,Estados Unidos,Fully remote,Estados Unidos,Medium,546
2022,Senior,Full-time,Data Engineer,160080,USD,160080,Estados Unidos,Fully remote,Estados Unidos,Medium,547
2022,Senior,Full-time,Data Analyst,105000,USD,105000,Estados Unidos,Fully remote,Estados Unidos,Medium,548
2022,Senior,Full-time,Data Analyst,110925,USD,110925,Estados Unidos,Fully remote,Estados Unidos,Medium,549
2022,Intermediate,Full-time,Data Analyst,35000,GBP,45807,Reino Unido,No remote work,Reino Unido,Medium,550
2022,Senior,Full-time,Data Analyst,60000,USD,60000,Estados Unidos,Fully remote,Estados Unidos,Medium,551
2022,Senior,Full-time,Data Architect,192564,USD,192564,Estados Unidos,Fully remote,Estados Unidos,Medium,552
2022,Senior,Full-time,Data Architect,144854,USD,144854,Estados Unidos,Fully remote,Estados Unidos,Medium,553
2022,Senior,Full-time,Data Scientist,150000,USD,150000,Estados Unidos,Fully remote,Estados Unidos,Medium,554
2022,Senior,Full-time,Data Analytics Manager,150260,USD,150260,Estados Unidos,Fully remote,Estados Unidos,Medium,555
2022,Senior,Full-time,Data Analytics Manager,109280,USD,109280,Estados Unidos,Fully remote,Estados Unidos,Medium,556
2022,Intermediate,Full-time,Data Scientist,160000,USD,160000,Estados Unidos,Fully remote,Estados Unidos,Medium,557
2022,Intermediate,Full-time,Data Scientist,130000,USD,130000,Estados Unidos,Fully remote,Estados Unidos,Medium,558
2022,Junior,Full-time,Data Analyst,67000,USD,67000,Canada,No remote work,Canada,Medium,559
2022,Junior,Full-time,Data Analyst,52000,USD,52000,Canada,No remote work,Canada,Medium,560
2022,Senior,Full-time,Data Engineer,154000,USD,154000,Estados Unidos,Fully remote,Estados Unidos,Medium,561
2022,Senior,Full-time,Data Engineer,126000,USD,126000,Estados Unidos,Fully remote,Estados Unidos,Medium,562
2022,Senior,Full-time,Data Analyst,129000,USD,129000,Estados Unidos,No remote work,Estados Unidos,Medium,563
2022,Senior,Full-time,Data Analyst,150000,USD,150000,Estados Unidos,Fully remote,Estados Unidos,Medium,564
2022,Intermediate,Full-time,AI Scientist,200000,USD,200000,India,Fully remote,Estados Unidos,Large,565
